,id,model,price,kilometer,registration_date,condition,zip_code,text,place,url,zip_extracted,NUTS_3,RegionalID,Place,Place2,age,Land,Kreis,bip.2016,bip.2017,pek.2016,gdppc.2016,gdppc.2017,cit.2016,cit.2017,Schl�.ssel,Straftat,Gemeinde.schl�.ssel,Stadt..Landkreis,Kreisart,erfasste.F�.lle,HZ.nach.Zensus,Unique.Ids,f�lle
247,1150211638,Limousine,1677,104000,1999,1(Keine),94121,                    Cockpit in Hochglanzholzoptik Kein T�V,94121Bayern-Salzweg,https://www.ebay-kleinanzeigen.de/s-anzeige/mercedes-benz-e240-klima-classic/1150211638-216-7444,94121,DE228,9275,deggendorf,Salzweg,20,BY,"Passau, Landkreis",5400.6120000000001,5706.7610000000004,24945,28632,30082,188.62,189.70400000000001,***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,9275,Passau,LK,16,8.39877377902826,"Passau, LK",16
248,1147315200,Limousine,8499,93000,1978,Unbesch�digtesFahrzeug,93489,"                    Mercedes 240 D ""Strich 8"" aus Suedspanien. Spanische Papiere vorhanden. Mit (neuer) deutscher Zulassung und TUEV neu. H - Kennzeichen. Karosserie top, Motor auch, liefert bei ASU Bestwerte. Diverse Wartungs- und Instandhaltungsarbeiten (Bremsen, Kupplung, Reifen usw.) in Fachwerkstatt (Rechnung) durchgefuehrt. Ohne zu uebertreiben ein (vor allem von der Karosseriesubstanz her) kaum zu findendes Auto. Kommen, Sehen, Probefahren! Gerne mehr am Telefon. Fotos folgen.",93489Bayern-Schorndorf,https://www.ebay-kleinanzeigen.de/s-anzeige/mercedes-240-d-strich-8-/1147315200-216-8414,93489,DE235,9372,deggendorf,"Schorndorf, Oberpfalz",41,BY,"Cham, Landkreis",4384.6949999999997,4607.6899999999996,25061,34624,36244,126639,127129,***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,9372,Cham,LK,14,10.9942751238819,"Cham, LK",14
249,1147281227,Limousine,12500,59000,1992,Unbesch�digtesFahrzeug,84381,"                    Verkaufe Mercedes 190E in Top Zustand. Jahreswagenzustand und Originallack. Original nachweislich 59000 km, mit T�v Belegen belegbar. T�v und Service neu. Fahrzeug wurde k�rzlich poliert und lacktechnisch versiegelt. Bitte nur ernst gemeinte Anfragen.Der preis ist vor Ort bei einer Besichtigung nat�rlich im vern�nftigen Rahmen noch verhandelbar.",84381Bayern-Johanniskirchen,https://www.ebay-kleinanzeigen.de/s-anzeige/mercedes-190e-1-8/1147281227-216-5821,84381,DE22A,9277,deggendorf,Johanniskirchen,27,BY,"Rottal-Inn, Landkreis",3638.2829999999999,3775.2730000000001,26360,30467,31462,119418,119994,***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,9277,Rottal-Inn,LK,9,7.47688396706848,"Rottal-Inn, LK",9
250,1145897304,Limousine,1800,167000,2000,Unbesch�digtesFahrzeug,84381,"                    Verkaufe oder T�usche hier meine C-Klasse mit neuem T�V. Er wird 8 Fach bereift verkauft. Er verf�gt �ber das beliebte Coming Home/Leaving Home, einen Tempomat, Klimaanlage und �ber eine Lichtautomatik.Zum t�v wurde gewechselt: ESP Sensor, Komplette Bremsanlage hinten, Beide Koppelstangen VA, Neues Handbremsseil.Nat�rlich hat er Optische M�ngel, typische W203 Krankheit: Rost an den T�ren, sonst nirgends! Er hat eine kleine Delle auf der Motorhaube und an beiden Stosstangen ca 40 cm lange Kratzer von �Einparkversuchen� einer der Vorbesitzer.Gegen Aufpreis kann Rost innerhalb 7 Tagen entfernt und aufbereitet werden.Besichtigung ist jederzeit m�glich. Probefahrt bedingt m�glich wenn eigene Kennzeichen mitgenommen werden.Bei Interesse an einem Tausch gerne alles anbieten! (nur Van, Kombi, Coup�, Cabrio!)Bei fragen stehe ich euch gerne zur verf�gung und bin f�r alles offen.Mit freundlichen Gr��enLimousineGebrauchtfahrzeugUnfallfreiHubraum: 1998 cm�Anzahl der T�ren: 4/5 T�renAnzahl Sitzpl�tze: 5Schadstoffklasse: Euro3Umweltplakette: --Anzahl der Fahrzeughalter: Mehr als 4HU: 4/2021Farbe: --Farbe (Hersteller): --Innenausstattung: --Farbe der Innenausstattung: --Airbags: --Anh�ngerkupplung: --AusstattungABS, E10-geeignet, ESP, Elektr. Fensterheber, Elektr. Sitzeinstellung, Elektr. Wegfahrsperre, Multifunktionslenkrad, Servolenkung, ZentralverriegelungPrivatanbieterSte Ven84381 JohanniskirchenDeutschlandWeitere Informationen bei",84381Bayern-Johanniskirchen,https://www.ebay-kleinanzeigen.de/s-anzeige/mercedes-benz-c-200-kompressor/1145897304-216-5821,84381,DE22A,9277,deggendorf,Johanniskirchen,19,BY,"Rottal-Inn, Landkreis",3638.2829999999999,3775.2730000000001,26360,30467,31462,119418,119994,***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,9277,Rottal-Inn,LK,9,7.47688396706848,"Rottal-Inn, LK",9
251,1143492215,Limousine,27990,112000,2014,Besch�digtesFahrzeug,84130,                    Auto sauber und sehr guter Ausstattung beim Interesse bitte per WhatsApp oder anrufen,84130Bayern-Dingolfing,https://www.ebay-kleinanzeigen.de/s-anzeige/mercedes-e-350d/1143492215-216-6043,84130,DE22C,9279,deggendorf,Dingolfing,5,BY,"Dingolfing-Landau, Landkreis",6334.8860000000004,6790.8159999999998,30335,66986,71158,94.57,95.433000000000007,***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,9279,Dingolfing-Landau,LK,7,7.30452567540775,"Dingolfing-Landau, LK",7
252,1142344847,Limousine,24500,41000,2015,Unbesch�digtesFahrzeug,94538,"                    Sehr guter Zustand!Modelljahr 2016 AMG Line Exterieur, 7G Tronic Plus, Businesspaket Plus, AMG line Interieur 48,3 cm 19 Zoll, AMG Leichtmetallr�der im Vielspeichen-Design, LED intelligent light system, Night-paket, Spiegel Paket, Zierelemente Holz Esche schwarz offenporig, Kofferraumdeckel-Komfortschlie�ung, Fondsitzlehnen klappbar 40/20/40 geteilt sowie Komfort Bedienung im Kofferraum, Ambientebeleuchtung, Scheibenwaschanlage beheizt, Remote Online, Ablagepaket AMG Styling Innenraumlicht-Paket, Sitzkomfort-Paket, Garmin Map Pilot, Live Traffic information, Sitzheizung Fahrer Beifahrer ECO Start-Stopp-Funktion, Aktiver park-assistent mit Parktronic, 8-fach bereiftLimousineGebrauchtfahrzeugUnfallfreiHubraum: 1595 cm�Anzahl der T�ren: 4/5 T�renAnzahl Sitzpl�tze: 5Schadstoffklasse: Euro6Umweltplakette: 4 (Gr�n)Anzahl der Fahrzeughalter: 2HU: --Farbe: Schwarz MetallicFarbe (Hersteller): --Innenausstattung: VolllederFarbe der Innenausstattung: SchwarzAirbags: Front-, Seiten- und weitere AirbagsAnh�ngerkupplung: --Radio: Tuner/RadioTagfahrlicht (Art): TagfahrlichtKurvenlicht (Art): KurvenlichtAusstattungABS, Bluetooth, Bordcomputer, CD-Spieler, E10-geeignet, ESP, Elektr. Fensterheber, Elektr. Seitenspiegel, Elektr. Sitzeinstellung, Elektr. Wegfahrsperre, Freisprecheinrichtung, Isofix, Kurvenlicht, Leichtmetallfelgen, Lichtsensor, MP3-Schnittstelle, Multifunktionslenkrad, Navigationssystem, Nebelscheinwerfer, Nichtraucher-Fahrzeug, Regensensor, Scheckheftgepflegt, Servolenkung, Sitzheizung, Sportfahrwerk, Sportpaket, Sportsitze, Start/Stopp-Automatik, Tagfahrlicht, Tempomat, Traktionskontrolle, Tuner/Radio, Xenonscheinwerfer, ZentralverriegelungDer Preis ist Verhandlungsbasis.PrivatanbieterHelmut Obermeier94538 F�rstensteinDeutschlandTel.: +49 0160 3527542Weitere Informationen bei",94538Bayern-F�rstenstein,https://www.ebay-kleinanzeigen.de/s-anzeige/mercedes-benz-c-180-7g-tronic-amg-line/1142344847-216-5804,94538,DE228,9275,deggendorf,"F�rstenstein, Niederbayern",4,BY,"Passau, Landkreis",5400.6120000000001,5706.7610000000004,24945,28632,30082,188.62,189.70400000000001,***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,9275,Passau,LK,16,8.39877377902826,"Passau, LK",16
253,1141517146,Coup�,16700,72000,2010,Unbesch�digtesFahrzeug,94315,"                    Verkaufe hier meinen Gepflegten Mercedes E Coupe. das Fahrzeug hat frischen T�v Kundendienst und vorne neue Bremsen (Scheiben und Bel�ge) bekommen. wenn keine Antwort von mir kommt besteht kein Interesse an ihrem Angebot. preis ist VHB aber bitte nicht unversch�mte Angebote schicken. tausche auch nicht gegen andere Sachen. ist ebenso kein Notverkauf. freue mich auf antworten lg.Sportwagen/Coup�GebrauchtfahrzeugUnfallfreiHubraum: 1796 cm�Anzahl der T�ren: 2/3 T�renAnzahl Sitzpl�tze: 4Schadstoffklasse: Euro5Umweltplakette: 4 (Gr�n)Anzahl der Fahrzeughalter: 2HU: 6/2021Farbe: Grau MetallicFarbe (Hersteller): --Innenausstattung: VolllederFarbe der Innenausstattung: BeigeAirbags: Front-, Seiten- und weitere AirbagsAnh�ngerkupplung: --Radio: Tuner/RadioTagfahrlicht (Art): TagfahrlichtKurvenlicht (Art): KurvenlichtAusstattungABS, Bluetooth, Bordcomputer, CD-Spieler, Dachreling, ESP, Elektr. Fensterheber, Elektr. Seitenspiegel, Elektr. Sitzeinstellung, Elektr. Wegfahrsperre, Freisprecheinrichtung, Isofix, Kurvenlicht, Leichtmetallfelgen, Lichtsensor, MP3-Schnittstelle, Multifunktionslenkrad, Nichtraucher-Fahrzeug, Regensensor, Scheckheftgepflegt, Servolenkung, Sitzheizung, Sportfahrwerk, Sportsitze, Tagfahrlicht, Tempomat, Traktionskontrolle, Tuner/Radio, Xenonscheinwerfer, ZentralverriegelungPrivatanbieter94315 straubingDeutschlandTel.: +49 0152 53125156Weitere Informationen bei",94315Bayern-Straubing,https://www.ebay-kleinanzeigen.de/s-anzeige/mercedes-benz-e-200-cgi-coupe-blueefficiency-elegance/1141517146-216-7337,94315,DE223,9263,deggendorf,Straubing,9,BY,"Straubing, Kreisfreie Stadt",2376.8960000000002,2487.8989999999999,26031,50600,52527,46974,47.363999999999997,***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,9263,Straubing,KfS,12,25.2175009456563,"Straubing, KfS",12
254,1140932542,Limousine,13000,140000,2009,Unbesch�digtesFahrzeug,84347,"                    Mercedes Benz E200 CGILimousineAuto im guten Zustand, ab sofort verf�gbar.Tel: 015118777821",84347Bayern-Pfarrkirchen,https://www.ebay-kleinanzeigen.de/s-anzeige/mercedes-benz-e-200-cgi/1140932542-216-5823,84347,DE22A,9277,deggendorf,"Pfarrkirchen, Niederbayern",10,BY,"Rottal-Inn, Landkreis",3638.2829999999999,3775.2730000000001,26360,30467,31462,119418,119994,***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,9277,Rottal-Inn,LK,9,7.47688396706848,"Rottal-Inn, LK",9
255,1139985013,Kombi,16880,110000,2011,Unbesch�digtesFahrzeug,94374,"                    Sehr gepflegtes, unfallfreies Auto. Alle Service wurden nachweislich durchgef�hrt. Sommer- und Winterreifen auf LM-Felgen mit sehr gutem Profil. Stoff-Fu�matten von Mercedes.Weitere Ausstattungen:Adaptives Bremslicht, aktive Motorhaube (Fu�g�ngerschutz), Parktronic inkl. Parkf�hrung, Getriebe automatisch 7-Gang, direct select-Schaltwippen, Dieselpartikelfilter, Abgasreinigung mit EU5-Technik, ECO Start-Stopp-Funktion Kopfst�tzen im Fond auf- und ab klappbar, elektronische Wegfahrsperre, Antriebs-Schlupfregelung (ASR), automatische Kindersitzerkennung, Kneebag Fahrerseite, direct Control-Fahrwerk sportlich, elektronische Heckklappe, Fondsicherheits-Paket, Holzausf�hrung Esche, Xenon Scheinwerfer, Tempomat Bremseingriff (Speedtronic), W�rmeschutzverglasungGesamte Ausstattung befindet sich in einem sehr guten Zustand, ohne Defekte.Besichtigung ist gerne jederzeit m�glich, auch am Wochenende.KombiGebrauchtfahrzeugUnfallfreiHubraum: 2143 cm�Anzahl der T�ren: 4/5 T�renAnzahl Sitzpl�tze: 5Schadstoffklasse: Euro5Umweltplakette: 4 (Gr�n)Anzahl der Fahrzeughalter: 2HU: 11/2020Farbe: Grau MetallicFarbe (Hersteller): --Innenausstattung: TeillederFarbe der Innenausstattung: SchwarzAirbags: Front-, Seiten- und weitere AirbagsAnh�ngerkupplung: --Radio: Tuner/RadioTagfahrlicht (Art): TagfahrlichtPannenhilfe: PannenkitAusstattungABS, Ambiente-Beleuchtung, Armlehne, Bluetooth, Bordcomputer, CD-Spieler, Dachreling, ESP, Elektr. Fensterheber, Elektr. Heckklappe, Elektr. Seitenspiegel, Elektr. Sitzeinstellung, Elektr. Wegfahrsperre, Freisprecheinrichtung, Gep�ckraumabtrennung, Geschwindigkeitsbegrenzer, Innenspiegel autom. abblendend, Isofix, Lederlenkrad, Leichtmetallfelgen, Lichtsensor, Luftfederung, MP3-Schnittstelle, Multifunktionslenkrad, M�digkeitswarner, Navigationssystem, Nichtraucher-Fahrzeug, Partikelfilter, Regensensor, Reifendruckkontrolle, Schaltwippen, Scheckheftgepflegt, Servolenkung, Sitzheizung, Sommerreifen, Sportpaket, Start/Stopp-Automatik, Tagfahrlicht, Tempomat, Traktionskontrolle, Tuner/Radio, USB, Winterreifen, ZentralverriegelungDer Preis ist Verhandlungsbasis.Privatanbieter94374 SchwarzachDeutschlandTel.: +49 173 5889292Weitere Informationen bei",94374Bayern-Schwarzach,https://www.ebay-kleinanzeigen.de/s-anzeige/mercedes-benz-e-220-t-cdi-dpf-blueefficiency-7g-tronic-ava-/1139985013-216-5987,94374,DE22B,9278,deggendorf,"Schwarzach, Niederbayern",8,BY,"Straubing-Bogen, Landkreis",2642.3330000000001,2730.2629999999999,27480,26686,27432,99014,99.53,***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,9278,Straubing-Bogen,LK,9,9.01460365792584,"Straubing-Bogen, LK",9
256,1133104750,Van/Bus,12990,66700,2012,Unbesch�digtesFahrzeug,NA,"                    Mercedes-Benz B-Klasse B 180 BlueEfficiency in Nachtschwarz- Deutsches Fahrzeug- Zweitschl�ssel vorhanden- 6-Gang Schaltgetriebe- Ausstattunglinie ""Blue Efficiency""- Einparkhilfe vorne & hinten (PDC)- R�ckfahrkamera- Leder Komfortsitze in schwarz- Sitzheizung f�r Vordersitze getrennt regelbar- Fondsitze L�ngs Verstellbar- LED-Tagfahrlicht- Bi-Xenonscheinwerfer- ECO-Start-Stopp Funktion- Klimaautomatik (Thermotronik)- Berganfahrassitent- Bluetooth/Freisprecheinrichtung- Leichtmetallfelgen 17""- Kollisionswarner/Abstandswarner- M�digkeitswarnssystem (Attention Assist)Weitere Extras:- Schwenkbare Anh�ngerkupplung- Licht-/Regensensor- Multifunktionslenkrad/Sport- Knieairbag Fahrerseite- Kopf-Airbag-System vorne & hinten- Vordersitze h�henverstellbar- Au�enspiegel elekr. verstell-/heizbar- Elekr. Fensterheber vorne & hinten- Mittelarmlehne vorne / hinten�- Durchladeeinrichtung- Navigationssystem mit�Sprachsteuerung- Bordcomputer / Multifunktionsanzeige- Audiosystem (Radio/CD-Player/AUX/USB)FINANZIERUNG zu TOP Konditionen und Antausch m�glich.Sonderausstattung:Easy-Vario-System, Fahrassistenz-System: aktiver Park-Assistent, Komfort-Klimaautomatik (Thermotronik), Licht- und Sicht-Paket, LM-Felgen 7,5x17 (10-Speichen), Navigationsmodul Becker MAP PILOT, Sitzheizung vornWeitere Ausstattung:Adaptives Bremslicht, Airbag Fahrer-/Beifahrerseite, Antriebs-Schlupfregelung (ASR), Au�enspiegel elektr. verstell- und heizbar, beide, Au�enspiegel Wagenfarbe, Au�entemperaturanzeige, Ausstattung BlueEfficiency, Beckenairbag vorn (Pelvisbag), Bi-Xenon-Scheinwerfer, Blinkleuchte in Au�enspiegel integriert, Drehzahlmesser, Einschaltautomatik f�r Fahrlicht, Fahrassistenz-System: aktiver Bremsassistent, Fahrassistenz-System: Attention-Assist (M�digkeitserkennungs-Sensor), Fahrassistenz-System: Berganfahrhilfe, Fensterheber elektrisch vorn + hinten, Feststellbremse elektrisch, Gep�ckraumabdeckung / Rollo, Innenausstattung: Matrix-Optik, Isofix-Aufnahmen f�r Kindersitz an R�cksitz, Karosserie: 5-t�rig, Knieairbag Fahrerseite, Kopf-Airbag-System (Windowbag), Kopfst�tzen hinten (3-fach), Lastenverankerung / Verzurr�sen, Lenks�ule (Lenkrad) mechan. verstellbar, Motor 1,6 Ltr. - 90 kW KAT, Reifen-Reparaturset (Tirefit), Reifendruckwarner, Reiserechner, R�ckfahrkamera, R�cksitzlehne geteilt / klappbar, Schadstoffarm nach Abgasnorm Euro 5, Seitenairbag (Sidebag) vorn, Seitenscheiben hinten und Heckscheibe abgedunkelt, Sitz vorn links h�henverstellbar, Sport-Paket, Start/Stop-Anlage, T�rgriffe au�en Wagenfarbe, USB-Anschluss / AUX-IN-Anschluss, Verglasung get�ntLassen Sie sich von unseren Fachverk�ufern ein unverbindliches f�r Sie optimiertes Angebot erstellen.T�V Zertifikat / DEKRA Qualit�tssiegel und Gebrauchtwagengarantie m�glich.Fehler und �nderungen sowie Zwischenverkauf vorbehalten.Wir freuen uns auf Ihren Anruf oder Besuch und beraten Sie gerne.Van/KleinbusGebrauchtfahrzeugHubraum: 1595 cm�Anzahl der T�ren: 4/5 T�renAnzahl Sitzpl�tze: 5Schadstoffklasse: Euro5Umweltplakette: 4 (Gr�n)Anzahl der Fahrzeughalter: --HU: NeuFarbe: SchwarzFarbe (Hersteller): NACHTSCHWARZ UNILACKInnenausstattung: VolllederFarbe der Innenausstattung: SchwarzAirbags: Front-, Seiten- und weitere AirbagsAnh�ngerkupplung: Anh�ngerkupplung schwenkbarRadio: Tuner/RadioTagfahrlicht (Art): LED-TagfahrlichtAusstattungABS, Abstandswarner, Armlehne, Berganfahrassistent, Bluetooth, Bordcomputer, CD-Spieler, E10-geeignet, ESP, Elektr. Fensterheber, Elektr. Seitenspiegel, Elektr. Wegfahrsperre, Freisprecheinrichtung, Gep�ckraumabtrennung, Geschwindigkeitsbegrenzer, Innenspiegel autom. abblendend, Isofix, Lederlenkrad, Leichtmetallfelgen, Lichtsensor, Lordosenst�tze, Multifunktionslenkrad, M�digkeitswarner, Navigationssystem, Nichtraucher-Fahrzeug, Notbremsassistent, Regensensor, Reifendruckkontrolle, Scheckheftgepflegt, Sitzheizung, Sommerreifen, Sportpaket, Sprachsteuerung, Start/Stopp-Automatik, Traktionskontrolle, USB, Winterpaket, ZentralverriegelungWeitere Informationen bei","Hauptstrasse20,94536Bayern-Eppenschlag",https://www.ebay-kleinanzeigen.de/s-anzeige/mercedes-benz-b-180-blueefficiency-navi-kamera-bi-xenon/1133104750-216-6008,94536,DE225,9272,deggendorf,Eppenschlag,7,BY,"Freyung-Grafenau, Landkreis",2190.6109999999999,2297373,23448,28030,29355,78151,78.263000000000005,***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,9272,Freyung-Grafenau,LK,5,6.38202820856468,"Freyung-Grafenau, LK",5
257,1132628110,Kombi,999,300000,1999,Unbesch�digtesFahrzeug,NA,"                    Sonderausstattung:Dachantenne, Klimaautomatik (Thermotronik), Metallic-Lackierung, Schiebe-/Hebedach elektrisch (Glas), Sitzbezug / Polsterung: Leder, Sitzheizung vornWeitere Ausstattung:3. Bremsleuchte, Airbag Fahrer-/Beifahrerseite, Au�enspiegel asph�risch, links, Au�enspiegel elektr. verstell- und heizbar, beide, Au�entemperaturanzeige, Dachreling, Design- und Ausstattungslinie Avantgarde, elektronisches Traktionssystem (ETS), Fensterheber elektrisch vorn + hinten, Generator 115 A, Gep�ckraumabdeckung / Rollo, Karosserie: 5-t�rig, Katalysator geregelt, Kopf-Airbag-System (Windowbag), Kopfst�tzen hinten (3-fach), Lenkrad (390 mm), Modellpflege, Motor 3,2 Ltr. - 165 kW V6 18V KAT, Niveauregulierung, Scheibenwaschanlage beheizt, Seitenairbag (Sidebag) vorn, Sitz vorn links h�henverstellbar, Sitz vorn rechts h�henverstellbar, W�rmeschutzverglasung / vorn: Bandfilter / hinten: ESGKombiGebrauchtfahrzeugUnfallfreiHubraum: 3199 cm�Anzahl der T�ren: 4/5 T�renAnzahl Sitzpl�tze: 5Schadstoffklasse: Euro3Umweltplakette: --Anzahl der Fahrzeughalter: --HU: --Farbe: Schwarz MetallicFarbe (Hersteller): obsidianschwarz metallicInnenausstattung: VolllederFarbe der Innenausstattung: SchwarzAirbags: Front-, Seiten- und weitere AirbagsAnh�ngerkupplung: Anh�ngerkupplung abnehmbarRadio: Tuner/RadioAusstattungAlarmanlage, Dachreling, ESP, Elektr. Fensterheber, Elektr. Seitenspiegel, Leichtmetallfelgen, Schiebedach, Sitzheizung, Traktionskontrolle, ZentralverriegelungWeitere Informationen bei","Schlo�bergStra�e2,84326Bayern-Falkenberg",https://www.ebay-kleinanzeigen.de/s-anzeige/mercedes-benz-e-klasse-t-modell-e-320-t/1132628110-216-19513,84326,DE22A,9277,deggendorf,"Falkenberg, Niederbayern",20,BY,"Rottal-Inn, Landkreis",3638.2829999999999,3775.2730000000001,26360,30467,31462,119418,119994,***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,9277,Rottal-Inn,LK,9,7.47688396706848,"Rottal-Inn, LK",9
258,1130406049,Limousine,4250,197000,2005,Unbesch�digtesFahrzeug,84180,"                    Verkaufe hier einen sch�nen Mercedes Benz E280. Wie man den Bildern entnehmen kann ist der wagen in einem guten gebrauchten Zustand. Nat�rlich sind hier und da kleinere M�ngel im Lack vorhanden das denke ich ist aber auch normal in dem Alter. bei Fragen stehe ich gern zur Verf�gungLimousineGebrauchtfahrzeugUnfallfreiHubraum: 2996 cm�Anzahl der T�ren: 4/5 T�renAnzahl Sitzpl�tze: 5Schadstoffklasse: Euro4Umweltplakette: --Anzahl der Fahrzeughalter: 3HU: 8/2020Farbe: Schwarz MetallicFarbe (Hersteller): --Innenausstattung: VolllederFarbe der Innenausstattung: SchwarzAirbags: Front-, Seiten- und weitere AirbagsAnh�ngerkupplung: --Radio: Tuner/RadioAusstattungABS, Bluetooth, Bordcomputer, CD-Spieler, E10-geeignet, ESP, Einparkhilfe, Elektr. Fensterheber, Elektr. Seitenspiegel, Elektr. Sitzeinstellung, Elektr. Wegfahrsperre, Freisprecheinrichtung, Leichtmetallfelgen, Lichtsensor, Multifunktionslenkrad, Navigationssystem, Nebelscheinwerfer, Nichtraucher-Fahrzeug, Regensensor, Schiebedach, Servolenkung, Sitzheizung, Tempomat, Traktionskontrolle, Tuner/Radio, Xenonscheinwerfer, ZentralverriegelungDer Preis ist Verhandlungsbasis.Privatanbieter84180 LoichingDeutschlandTel.: +49 151 27501956Weitere Informationen bei",84180Bayern-Loiching,https://www.ebay-kleinanzeigen.de/s-anzeige/mercedes-benz-e-280-avantgarde/1130406049-216-6048,84180,DE22C,9279,deggendorf,Loiching,14,BY,"Dingolfing-Landau, Landkreis",6334.8860000000004,6790.8159999999998,30335,66986,71158,94.57,95.433000000000007,***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,9279,Dingolfing-Landau,LK,7,7.30452567540775,"Dingolfing-Landau, LK",7
259,1125175572,Limousine,8000,160000,1992,2020,94169,"                    Verkaufe Mercedes E-klasse, gute zustand, rostfrei, neue winterreifen, viele neue Teile(ca.2500�), hat kleine Kratzen, mehr Fotos kann ich peer e-mail senden",94169Bayern-Thurmansbang,https://www.ebay-kleinanzeigen.de/s-anzeige/mercedes-260-e-w124-tuev-rostfrei/1125175572-216-5797,94169,DE225,9272,deggendorf,Thurmansbang,27,BY,"Freyung-Grafenau, Landkreis",2190.6109999999999,2297373,23448,28030,29355,78151,78.263000000000005,***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,9272,Freyung-Grafenau,LK,5,6.38202820856468,"Freyung-Grafenau, LK",5
260,1121676513,Kombi,5000,284000,2004,Unbesch�digtesFahrzeug,94315,"                    Neu T�vAnh�ngerkupplung bis 2100kgSommer und winterreifen sind dabei. Beide mit Aufelgen.Auto ist noch angemeldet und jeden Tag benutzt.Probefahren ist m�glichKombiGebrauchtfahrzeugUnfallfreiHubraum: 2148 cm�Anzahl der T�ren: 4/5 T�renAnzahl Sitzpl�tze: 5Schadstoffklasse: Euro4Umweltplakette: 4 (Gr�n)Anzahl der Fahrzeughalter: --HU: 5/2021Farbe: --Farbe (Hersteller): --Innenausstattung: StoffFarbe der Innenausstattung: --Airbags: --Anh�ngerkupplung: Anh�ngerkupplung festRadio: Tuner/RadioAusstattungABS, Anh�ngerkupplung, Bordcomputer, CD-Spieler, Dachreling, ESP, Elektr. Fensterheber, Elektr. Wegfahrsperre, Leichtmetallfelgen, Multifunktionslenkrad, Schiebedach, Servolenkung, Sommerreifen, Tempomat, Traktionskontrolle, Tuner/Radio, Winterreifen, Xenonscheinwerfer, ZentralverriegelungDer Preis ist Verhandlungsbasis.Privatanbieter94315 StraubingDeutschland1. Tel.-Nr.: +49 151 434388322. Tel.-Nr.: +49 151 43438832Weitere Informationen bei",94315Bayern-Straubing,https://www.ebay-kleinanzeigen.de/s-anzeige/mercedes-benz-e-220-t-cdi-automatik-avantgarde/1121676513-216-7337,94315,DE223,9263,deggendorf,Straubing,15,BY,"Straubing, Kreisfreie Stadt",2376.8960000000002,2487.8989999999999,26031,50600,52527,46974,47.363999999999997,***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,9263,Straubing,KfS,12,25.2175009456563,"Straubing, KfS",12
